session,roi_idx,best_cpos,best_cneg,combo_label,best_dist_norm,best_med_neg,target,noise,skewness,snr,bleaching,sustained
755252_2024-12-18,205,2,5,"(2,5)",0.1035,114.4559326171875,99.21365155029298,147.20126342773438,0.06041477993130684,5.763751029968262,1.020202398300171,0.7955125570297241
755252_2025-01-08,47,2,5,"(2,5)",0.1034,61.0467529296875,52.92807246398926,78.5282974243164,1.0842612981796265,11.025635719299316,0.7953534126281738,0.5333331823348999
804670_2025-09-13,258,2,5,"(2,5)",0.1029,77.78982543945312,67.48674911499023,100.12870788574219,0.04115438461303711,4.790818691253662,-0.2221706360578537,1.1821389198303223
804670_2025-09-13,290,2,5,"(2,5)",0.1028,143.553466796875,124.55383422851563,184.7979736328125,0.3902084529399872,11.556771278381348,-0.2015300840139389,1.0878677368164062
804670_2025-09-23,216,2,5,"(2,5)",0.1027,65.320556640625,56.6799176940918,84.09483337402344,0.24946905672550201,5.5012311935424805,-0.337699294090271,0.6723984479904175
755252_2024-12-17,111,2,5,"(2,5)",0.1027,143.503173828125,124.53176385498048,184.76522827148438,0.36140212416648865,7.232415676116943,-0.050731461495161057,0.9896625876426697
804670_2025-09-27,250,2,5,"(2,5)",0.1026,123.616943359375,107.28058905029297,159.17001342773438,0.37498369812965393,9.30370807647705,1.7808341979980469,1.8492186069488525
755252_2024-12-09,205,2,5,"(2,5)",0.1025,94.321533203125,81.87458605957032,121.47564697265625,-0.43829676508903503,5.338484287261963,0.6382228136062622,1.1606932878494263
755252_2024-12-13,162,2,5,"(2,5)",0.1022,154.037841796875,133.75318963623047,198.44686889648438,0.39160454273223877,10.668688774108887,0.41146814823150635,1.0967233180999756
804670_2025-09-26,84,2,5,"(2,5)",0.1022,131.147705078125,113.88692239379884,168.97169494628906,0.2046569585800171,9.16517448425293,1.8503271341323853,0.9261500239372253
755252_2024-12-16,234,2,3,"(2,3)",0.1021,49.044769287109375,57.80391780090332,85.76248931884766,0.2935325801372528,14.809325218200684,2.8373868465423584,0.6799163222312927
804670_2025-09-12,142,2,5,"(2,5)",0.102,82.4666748046875,71.62326264953614,106.2659683227539,0.5076242685317993,6.2541184425354,0.1108115166425705,1.1862107515335083
755252_2024-12-09,508,2,5,"(2,5)",0.102,81.82907104492188,71.0699555053711,105.44503784179688,0.013883904553949833,6.3447465896606445,-0.7771895527839661,1.2526236772537231
804670_2025-09-25,46,2,5,"(2,5)",0.1019,168.6693115234375,146.52514819335937,217.3963623046875,0.5280159711837769,12.671354293823242,2.3670852184295654,1.0705026388168335
755252_2025-01-08,48,2,5,"(2,5)",0.1019,53.1737060546875,46.18774336242676,68.5278091430664,0.17147916555404663,5.002715110778809,0.6652974486351013,0.20039919018745422
804670_2025-09-13,237,2,5,"(2,5)",0.1019,80.17562866210938,69.64478633117676,103.3305435180664,0.27690058946609497,7.428016185760498,0.60353022813797,1.0309736728668213
804670_2025-09-20,206,2,5,"(2,5)",0.1019,88.64764404296875,77.00978105163574,114.2578353881836,0.44720137119293213,4.9311957359313965,1.1569528579711914,0.6732420921325684
804670_2025-09-26,93,2,5,"(2,5)",0.1017,138.1722412109375,120.04979138183595,178.11541748046875,0.36018893122673035,9.596968650817871,-0.0393320769071579,1.1404845714569092
804670_2025-09-27,91,2,5,"(2,5)",0.1016,213.069091796875,185.14766424560548,274.6997985839844,0.2935710549354553,7.619467258453369,0.7918428778648376,2.0854125022888184
804670_2025-09-18,70,2,5,"(2,5)",0.1016,196.49560546875,170.7562791748047,253.34759521484375,0.43990781903266907,4.706226825714111,0.5734469890594482,0.7303719520568848
755252_2024-12-10,553,2,5,"(2,5)",0.1015,67.28707885742188,58.480884857177735,86.76689147949219,0.10323441028594971,4.617159366607666,3.0560662746429443,0.4991913437843323
755252_2024-12-12,500,2,5,"(2,5)",0.1012,68.580078125,59.62595774841309,88.46581268310547,0.1906672567129135,5.447521209716797,1.9297658205032349,0.9953488707542419
755252_2024-12-03,258,2,5,"(2,5)",0.1012,113.9058837890625,99.04013275146485,146.94381713867188,0.38378363847732544,8.842007637023926,-0.6251741051673889,0.7245507836341858
755252_2024-12-16,347,2,5,"(2,5)",0.1011,93.56396484375,81.3645814819336,120.71896362304688,0.6410354971885681,6.091272830963135,3.471262216567993,0.5086150169372559
804670_2025-09-17,228,2,5,"(2,5)",0.1011,88.2210693359375,76.71498318481446,113.82044982910156,0.18444553017616272,5.763808727264404,2.0041637420654297,0.884360671043396
804670_2025-09-19,202,2,5,"(2,5)",0.1011,70.4036865234375,61.22165809631348,90.83332061767578,-0.07209395617246628,4.815933704376221,0.023448869585990906,0.6368295550346375
804670_2025-09-10,36,2,5,"(2,5)",0.1009,237.96435546875,206.9777113647461,307.0885925292969,-0.05695764720439911,9.37428092956543,0.9926033616065979,0.7634106278419495
804670_2025-09-23,157,2,5,"(2,5)",0.1008,127.573974609375,110.98363983154297,164.66415405273438,0.03908160328865051,8.686266899108887,-0.08103646337985992,0.9559454917907715
755252_2024-12-10,238,2,5,"(2,5)",0.1007,97.0970458984375,84.47151106262207,125.32865142822266,0.5343040823936462,9.420527458190918,0.5092880725860596,0.8717173933982849
804670_2025-09-27,371,2,5,"(2,5)",0.1006,157.78826904296875,137.28870715332033,203.69244384765625,-0.024700960144400597,7.407371520996094,3.171379566192627,1.1949535608291626
755252_2024-12-18,49,2,5,"(2,5)",0.1005,112.6309814453125,98.01060021972657,145.41632080078125,-0.1633128821849823,7.65752649307251,1.7050211429595947,0.8694363236427307
755252_2024-12-04,349,2,5,"(2,5)",0.1002,125.30682373046875,109.086338470459,161.8491668701172,0.1441270411014557,7.406560897827148,0.9828329086303711,2.208390235900879
755252_2024-12-12,76,2,5,"(2,5)",0.1002,116.70166015625,137.07951168823243,203.38206481933594,1.4077180624008179,16.9227352142334,2.779013156890869,0.4854847192764282
804670_2025-09-12,220,2,5,"(2,5)",0.1002,86.92987060546875,75.68207736206055,112.28794860839844,0.6067509651184082,9.380325317382812,0.034089043736457825,1.0878828763961792
804670_2025-09-10,425,2,5,"(2,5)",0.1,177.581298828125,154.6359384765625,229.43017578125,-0.23654070496559143,8.559159278869629,1.0248289108276367,0.5569105744361877
755252_2024-12-17,244,2,3,"(2,3)",0.1,42.1153564453125,49.454955688476566,73.37530517578125,-0.15687775611877441,10.099185943603516,2.6726768016815186,0.876737117767334
